header,true_label,true_binary,v3_bin_pred,v3_bin_conf,v3_sf_pred,v3_sf_conf,v4_bin_pred,v4_bin_conf,v4_sf_pred,v4_sf_conf,seq_length,modeled_sf,binary_eval,v3_bin_correct,v4_bin_correct,both_bin_correct,both_bin_wrong,v3_sf_correct,v4_sf_correct,both_sf_wrong
Unknown_117-aRhiBiv#DNA/hAT,None,0,1,0.7815464,DNA/hAT,0.7573871,1,0.92355675,DNA/hAT,0.9278805,1101,False,True,False,False,False,True,True,True,False
hAT_42-fAstMex#DNA/hAT,None,0,1,0.78139526,DNA/hAT,0.7225846,1,0.9998031,DNA/hAT,0.92475075,3156,False,True,False,False,False,True,True,True,False
Unknown_40-fSolSol#Unknown,None,0,1,0.7813718,DNA/hAT,0.8954113,1,0.997054,DNA/hAT,0.93191016,1231,False,True,False,False,False,True,True,True,False
hAT_50-fAmmMar#Unknown,None,0,1,0.78117,DNA/hAT,0.62120795,1,0.9999547,DNA,0.9092044,1294,False,True,False,False,False,True,True,True,False
hAT_870-aRhiDor#DNA/hAT,None,0,1,0.7810363,DNA/hAT,0.68377364,1,0.9114841,DNA/hAT,0.927342,6962,False,True,False,False,False,True,True,True,False
Unknown_464-fScaEry#DNA,None,0,1,0.7809828,DNA/Academ-1,0.4119978,1,0.9997856,DNA/TcMar-Tc1,0.92678255,3847,False,True,False,False,False,True,True,True,False
hAT_2-fSalBra#Unknown,None,0,1,0.7808435,DNA/CMC,0.48448315,1,0.9054087,DNA/hAT,0.8909578,3190,False,True,False,False,False,True,True,True,False
Unknown_272-fGobGob#DNA,None,0,1,0.78083193,DNA/PIF-Harbinger,0.50349414,1,0.9652552,DNA,0.8768012,1825,False,True,False,False,False,True,True,True,False
Unknown_493-fGobGob#DNA,None,0,1,0.78069454,DNA/hAT,0.86934173,1,0.9998684,DNA/hAT,0.9220963,1263,False,True,False,False,False,True,True,True,False
Unknown_185-rPodSic#DNA/hAT,None,0,1,0.7805199,DNA/hAT,0.78204465,1,0.9999515,DNA/hAT,0.91909546,1092,False,True,False,False,False,True,True,True,False
hAT_33-fBorAnt#DNA/hAT,None,0,1,0.7804047,DNA/hAT,0.77014184,1,0.99996626,DNA/hAT,0.9196163,3143,False,True,False,False,False,True,True,True,False
CMC_3-fCaeTer#DNA/CMC,None,0,1,0.7802349,DNA/CMC,0.38245824,1,0.72833323,DNA/CMC,0.74784464,8160,False,True,False,False,False,True,True,True,False
Athena_1-sHepPer#Unknown,None,0,1,0.78021413,DNA,0.47099736,1,0.9923459,DNA/PiggyBac,0.69784766,1338,False,True,False,False,False,True,True,True,False
hAT_12-rElgMul#DNA/hAT,None,0,1,0.7801733,DNA/hAT,0.69493467,1,0.99894434,DNA/hAT,0.91415846,9837,False,True,False,False,False,True,True,True,False
Unknown_502-aGeoSer#DNA/hAT,None,0,1,0.7801513,DNA/hAT,0.7333874,1,0.99944824,DNA/hAT,0.91683894,3991,False,True,False,False,False,True,True,True,False
Unknown_740-fLeuLeu#DNA,None,0,1,0.78007996,DNA,0.39120933,1,0.99995947,DNA,0.90175885,4834,False,True,False,False,False,True,True,True,False
Unknown_174-kStyCla#Unknown,None,0,1,0.77983,DNA,0.31456414,1,0.8251042,DNA,0.7534153,4600,False,True,False,False,False,True,True,True,False
hAT_114-aRhiDor#DNA/hAT,None,0,1,0.77955407,DNA/hAT,0.6781936,1,0.95054054,DNA/hAT,0.9207688,8265,False,True,False,False,False,True,True,True,False
hAT_77-aPelLes#DNA/hAT,None,0,1,0.7793548,DNA/hAT,0.7277588,1,0.9429452,DNA/hAT,0.9162962,6768,False,True,False,False,False,True,True,True,False
Unknown_4-kStyCla#DNA,None,0,1,0.7793495,DNA/PiggyBac,0.55112404,1,0.9992343,DNA/hAT,0.92220557,2470,False,True,False,False,False,True,True,True,False
Unknown_43-fXenCan#DNA,None,0,1,0.77896065,DNA/PiggyBac,0.62183565,1,0.99943525,DNA,0.84853244,1619,False,True,False,False,False,True,True,True,False
PIF-Harbinger_8-rPodExp#DNA/PIF-Harbinger,None,0,1,0.7788779,DNA/PIF-Harbinger,0.8274492,1,0.9988519,DNA/PIF-Harbinger,0.9217868,3961,False,True,False,False,False,True,True,True,False
hAT_25-fCaeTer#DNA/hAT,None,0,1,0.77859807,DNA/hAT,0.87314284,1,0.9999522,DNA/hAT,0.91748697,1148,False,True,False,False,False,True,True,True,False
hAT_291-aMixFle#DNA/hAT,None,0,1,0.77857244,DNA/hAT,0.7731016,1,0.9187079,DNA/hAT,0.92544436,7354,False,True,False,False,False,True,True,True,False
Academ-1_1-fNeoGra#DNA/Academ-1,None,0,1,0.7784406,DNA/Academ-1,0.5755786,1,0.9999924,DNA/Academ-1,0.7816689,2835,False,True,False,False,False,True,True,True,False
hAT_112-fNanAnt#DNA/hAT,None,0,1,0.77834827,DNA/hAT,0.6711569,1,0.999954,DNA/hAT,0.9169455,1613,False,True,False,False,False,True,True,True,False
Kolobok_2-fNotCoa#DNA/Kolobok,None,0,1,0.7782708,DNA/PiggyBac,0.2835805,1,0.99963117,DNA,0.8924034,7392,False,True,False,False,False,True,True,True,False
PiggyBac_2-fAnaTes#DNA/PiggyBac,None,0,1,0.77808875,DNA/PiggyBac,0.74011046,1,0.9997018,DNA/PiggyBac,0.91365725,1721,False,True,False,False,False,True,True,True,False
hAT_7-fNotCel#DNA/hAT,None,0,1,0.77765733,DNA/hAT,0.8229997,1,0.99859744,DNA/hAT,0.9188664,2538,False,True,False,False,False,True,True,True,False
hAT_16-fSynTyp#DNA/hAT,None,0,1,0.77762985,DNA/hAT,0.3836914,1,0.99994767,DNA/hAT,0.9167128,2000,False,True,False,False,False,True,True,True,False
Unknown_727-fNotCoa#Unknown,None,0,1,0.77742034,DNA/hAT,0.67973846,1,0.9999244,DNA/hAT,0.92151076,1041,False,True,False,False,False,True,True,True,False
Unknown_7-rSteOdo#Unknown,None,0,1,0.7773444,DNA/hAT,0.75402176,1,0.97295827,DNA/hAT,0.7504446,2501,False,True,False,False,False,True,True,True,False
Unknown_61-fCaeTer#DNA/hAT,None,0,1,0.7772292,DNA/hAT,0.80808955,1,0.99996734,DNA/hAT,0.77356774,1795,False,True,False,False,False,True,True,True,False
hAT_3-fScaArg#DNA/hAT,None,0,1,0.7770973,DNA/hAT,0.7534339,1,0.99993145,DNA/hAT,0.9150911,2600,False,True,False,False,False,True,True,True,False
Kolobok_1-fLetNeb#DNA/Kolobok,None,0,1,0.77682817,DNA/Academ-1,0.35699037,1,0.9997408,DNA,0.909002,5474,False,True,False,False,False,True,True,True,False
hAT_309-aEleCoq#DNA/hAT,None,0,1,0.77679676,DNA/hAT,0.80700785,1,0.97457236,DNA/hAT,0.9160907,7540,False,True,False,False,False,True,True,True,False
Unknown_231-fAloSap#DNA,None,0,1,0.7767923,DNA/CMC,0.2880741,1,0.9999305,DNA,0.8995478,5494,False,True,False,False,False,True,True,True,False
Unknown_63-fPolHol#DNA,None,0,1,0.77674794,DNA/CMC,0.36829856,1,0.9492047,DNA/hAT,0.61099523,3406,False,True,False,False,False,True,True,True,False
hAT_5-fMicPou#DNA/hAT,None,0,1,0.77665085,DNA/hAT,0.7685659,1,0.9999336,DNA/hAT,0.92457277,3465,False,True,False,False,False,True,True,True,False
Unknown_45-fBorAnt#DNA,None,0,1,0.77642435,DNA,0.42159182,1,0.99956316,DNA,0.8257439,3158,False,True,False,False,False,True,True,True,False
PIF-Harbinger_60-aPleWal#DNA/PIF-Harbinger,None,0,1,0.7763671,DNA/PIF-Harbinger,0.86378574,1,0.9998318,DNA/PIF-Harbinger,0.9246916,13774,False,True,False,False,False,True,True,True,False
hAT_351-aMixFle#DNA/hAT,None,0,1,0.7763196,DNA/hAT,0.52451336,1,0.9895509,DNA/hAT,0.91719,6856,False,True,False,False,False,True,True,True,False
PiggyBac_2-fTakRub#DNA/PiggyBac,None,0,1,0.7763133,DNA/PiggyBac,0.62896687,1,0.99971074,DNA/PiggyBac,0.9035539,1599,False,True,False,False,False,True,True,True,False
Unknown_76-rEryReg#DNA,None,0,1,0.7762775,DNA,0.9643235,1,0.99954516,DNA,0.913932,627,False,True,False,False,False,True,True,True,False
Unknown_31-fSynAcu#DNA,None,0,1,0.77626413,DNA,0.75907063,1,0.99994147,DNA/hAT,0.91558677,1676,False,True,False,False,False,True,True,True,False
PIF-Harbinger_2-aBomVar#DNA/PIF-Harbinger,None,0,1,0.7758403,DNA,0.31097552,1,0.89545894,DNA/PIF-Harbinger,0.9516583,9111,False,True,False,False,False,True,True,True,False
hAT_96-fPorCra#Unknown,None,0,1,0.7757697,DNA/hAT,0.8270844,1,0.9999739,DNA/hAT,0.8634229,993,False,True,False,False,False,True,True,True,False
Unknown_59-fSpaAur#DNA/hAT,None,0,1,0.7757527,DNA/hAT,0.6795075,1,0.85670763,DNA,0.769447,1423,False,True,False,False,False,True,True,True,False
hAT_5-fRhaSp.#DNA/hAT,None,0,1,0.77574754,DNA/hAT,0.78134507,1,0.9998747,DNA/hAT,0.9175304,3547,False,True,False,False,False,True,True,True,False
Unknown_395-aAscTru#DNA,None,0,1,0.7757365,DNA,0.7691702,1,0.99996376,DNA,0.9113672,1500,False,True,False,False,False,True,True,True,False
hAT_277-aGeoSer#Unknown,None,0,1,0.77569884,DNA/hAT,0.5378248,1,0.9721842,DNA/hAT,0.90889376,1280,False,True,False,False,False,True,True,True,False
hAT_91-rEryReg#Unknown,None,0,1,0.77535325,DNA/hAT,0.5314254,1,0.9997396,DNA/hAT,0.9183225,2374,False,True,False,False,False,True,True,True,False
PiggyBac_1-aBufBuf#DNA/PiggyBac,None,0,1,0.7751729,DNA/PiggyBac,0.9219506,1,0.9998036,DNA/PiggyBac,0.90030587,7548,False,True,False,False,False,True,True,True,False
hAT_322-fDirArg#DNA/hAT,None,0,1,0.7751051,DNA,0.49715686,1,0.9999956,DNA/CMC,0.5690445,2918,False,True,False,False,False,True,True,True,False
hAT_10-fAngAng#DNA/hAT,None,0,1,0.77495015,DNA/hAT,0.748029,1,0.81505144,DNA/CMC,0.7222241,2265,False,True,False,False,False,True,True,True,False
hAT_95-fPorCra#Unknown,None,0,1,0.7748392,DNA/hAT,0.8218599,1,0.99997425,DNA/hAT,0.86748815,993,False,True,False,False,False,True,True,True,False
hAT_20-fNeoGra#DNA/hAT,None,0,1,0.7748136,DNA/hAT,0.77604675,1,0.99991894,DNA/hAT,0.9217424,3117,False,True,False,False,False,True,True,True,False
Unknown_207-fNotCoa#DNA/hAT,None,0,1,0.77476877,DNA/hAT,0.6997693,1,0.99993074,DNA,0.9001115,1628,False,True,False,False,False,True,True,True,False
PIF-Harbinger_20-aXenPet#DNA/PIF-Harbinger,None,0,1,0.77465034,DNA/PIF-Harbinger,0.5684609,1,0.9998913,DNA/PIF-Harbinger,0.92371064,8175,False,True,False,False,False,True,True,True,False
hAT_77-aEngPus#DNA/hAT,None,0,1,0.77464336,DNA/hAT,0.69541115,1,0.76478606,DNA/hAT,0.86766636,4328,False,True,False,False,False,True,True,True,False
Unknown_188-fScaEry#DNA,None,0,1,0.77453,DNA,0.53485316,1,0.99929714,DNA/TcMar-Tc1,0.9072405,1111,False,True,False,False,False,True,True,True,False
hAT_8-fCarCar#DNA/hAT,None,0,1,0.7743347,DNA/hAT,0.59476763,1,0.99813,DNA,0.807049,4297,False,True,False,False,False,True,True,True,False
hAT_484-aEleCoq#DNA/hAT,None,0,1,0.7743179,DNA/hAT,0.79459065,1,0.99930024,DNA/hAT,0.9207308,7061,False,True,False,False,False,True,True,True,False
Unknown_6-aGeoSer#DNA/hAT,None,0,1,0.7741664,DNA/hAT,0.6701368,1,0.6300033,DNA/hAT,0.9352646,2664,False,True,False,False,False,True,True,True,False
Unknown_518-aGeoSer#DNA/hAT,None,0,1,0.774129,DNA/hAT,0.7216889,1,0.9995316,DNA/hAT,0.91672206,3764,False,True,False,False,False,True,True,True,False
hAT_490-aRhiDor#DNA/hAT,None,0,1,0.77389294,DNA/hAT,0.7580539,1,0.97021824,DNA/hAT,0.9157443,7670,False,True,False,False,False,True,True,True,False
PiggyBac_5-fEpiRan#DNA/PiggyBac,None,0,1,0.77387583,DNA/CMC,0.2843978,1,0.9995384,DNA/PiggyBac,0.910203,3186,False,True,False,False,False,True,True,True,False
Unknown_131-rEryReg#DNA,None,0,1,0.77376693,DNA,0.7140722,1,0.9999765,DNA,0.9166328,2179,False,True,False,False,False,True,True,True,False
hAT_70-aMicUni#Unknown,None,0,1,0.7737622,DNA,0.4248737,1,0.99988365,DNA,0.913381,2051,False,True,False,False,False,True,True,True,False
hAT_18-fAstMex#Unknown,None,0,1,0.7737404,DNA/CMC,0.36127695,1,0.9997352,DNA/hAT,0.92558557,5124,False,True,False,False,False,True,True,True,False
Unknown_365-kAplTur#Unknown,None,0,1,0.7735478,DNA/CMC,0.5909879,1,0.93463904,DNA/TcMar-Tc1,0.683942,5370,False,True,False,False,False,True,True,True,False
Unknown_161-aGeoSer#DNA/hAT,None,0,1,0.77310705,DNA/hAT,0.61150885,1,0.9997731,DNA/hAT,0.9168125,1703,False,True,False,False,False,True,True,True,False
CMC_2-kAplTur#DNA/CMC,None,0,1,0.77308935,DNA/CMC,0.45819002,1,0.999966,DNA/CMC,0.91667366,2547,False,True,False,False,False,True,True,True,False
Unknown_398-fRutRut#DNA,None,0,1,0.77308846,DNA,0.7189754,1,0.99987316,DNA,0.8957418,1140,False,True,False,False,False,True,True,True,False
hAT_7-fPriTyp#DNA/hAT,None,0,1,0.77270776,DNA/hAT,0.48945495,1,0.99984574,DNA/hAT,0.837205,2986,False,True,False,False,False,True,True,True,False
hAT_29-aRanImi#DNA/hAT,None,0,1,0.7726276,DNA/hAT,0.74736977,1,0.9995586,DNA/hAT,0.9269269,13119,False,True,False,False,False,True,True,True,False
Unknown_82-rLacAgi#DNA/hAT,None,0,1,0.7725751,DNA/hAT,0.7613357,1,0.99949527,DNA/hAT,0.92120975,1625,False,True,False,False,False,True,True,True,False
hAT_68-fGobGob#DNA,None,0,1,0.77219015,DNA/PIF-Harbinger,0.51019263,1,0.9934941,DNA,0.8795568,1872,False,True,False,False,False,True,True,True,False
hAT_61-fGadMor#DNA/hAT,None,0,1,0.77210283,DNA/hAT,0.61847913,1,0.5036019,DNA/hAT,0.80995905,3026,False,True,False,False,False,True,True,True,False
hAT_104-aRhiDor#DNA/hAT,None,0,1,0.7720634,DNA/hAT,0.6084462,1,0.93402547,DNA/hAT,0.9228615,6042,False,True,False,False,False,True,True,True,False
Unknown_289-fPorCra#DNA,None,0,1,0.77187216,DNA,0.74372786,1,0.9998325,DNA,0.89961207,1104,False,True,False,False,False,True,True,True,False
hAT_440-aEngPus#DNA/hAT,None,0,1,0.77158535,DNA/hAT,0.8064035,1,0.9747591,DNA/hAT,0.91562945,10037,False,True,False,False,False,True,True,True,False
hAT_196-fDirArg#DNA/hAT,None,0,1,0.7715063,DNA/hAT,0.7178731,1,0.8142016,DNA/hAT,0.9188034,4323,False,True,False,False,False,True,True,True,False
PIF-Harbinger_17-aBomVar#DNA/PIF-Harbinger,None,0,1,0.7713298,DNA/PIF-Harbinger,0.60487556,1,0.9999325,DNA/PIF-Harbinger,0.92332745,6711,False,True,False,False,False,True,True,True,False
hAT_109-rEryReg#Unknown,None,0,1,0.7711432,DNA/hAT,0.6442349,1,0.9998368,DNA/hAT,0.9214234,2069,False,True,False,False,False,True,True,True,False
Unknown_222-aRhiDor#DNA/hAT,None,0,1,0.7710768,DNA/hAT,0.70243174,1,0.9999112,DNA/hAT,0.92210644,789,False,True,False,False,False,True,True,True,False
hAT_170-aEngPus#DNA/hAT,None,0,1,0.7710658,DNA/hAT,0.8125036,1,0.9060458,DNA/hAT,0.9213912,9108,False,True,False,False,False,True,True,True,False
hAT_822-aRhiDor#DNA/hAT,None,0,1,0.7710378,DNA/hAT,0.6966749,1,0.9336309,DNA/hAT,0.9219273,7069,False,True,False,False,False,True,True,True,False
hAT_336-aRhiDor#Unknown,None,0,1,0.77095956,DNA,0.57590854,1,0.9998983,DNA/hAT,0.92155343,776,False,True,False,False,False,True,True,True,False
Unknown_360-aEleCoq#DNA,None,0,1,0.7706527,DNA,0.9774179,1,0.999881,DNA,0.9119778,499,False,True,False,False,False,True,True,True,False
Unknown_866-aBomVar#Unknown,None,0,1,0.7702124,DNA/hAT,0.64404935,1,0.9957585,DNA,0.82088995,3273,False,True,False,False,False,True,True,True,False
Unknown_433-aBufBuf#DNA,None,0,1,0.77003926,DNA,0.46783337,1,0.99986625,DNA,0.90425605,4076,False,True,False,False,False,True,True,True,False
hAT_5-bStrCam#Unknown,None,0,1,0.7700242,DNA,0.91808975,1,0.99999285,DNA/hAT,0.9183784,830,False,True,False,False,False,True,True,True,False
PiggyBac_3-fTriRos#DNA/PiggyBac,None,0,1,0.76998234,DNA/PiggyBac,0.5997926,1,0.9722454,DNA/CMC,0.42058676,4696,False,True,False,False,False,True,True,True,False
TcMar-Tc1_3-fCorLav#DNA/TcMar-Tc1,None,0,1,0.769982,DNA/CMC,0.3375086,1,0.99968517,DNA/TcMar-Tc1,0.91308343,7629,False,True,False,False,False,True,True,True,False
hAT_4-fPlePla#DNA/hAT,None,0,1,0.7699682,DNA/hAT,0.6380334,1,0.999845,DNA/hAT,0.4957985,2055,False,True,False,False,False,True,True,True,False
hAT_3-fScoJap#DNA/hAT,None,0,1,0.7698628,DNA/hAT,0.6443541,1,0.99983156,DNA,0.81984866,1333,False,True,False,False,False,True,True,True,False
hAT_11-bFalBia#Unknown,None,0,1,0.7698005,DNA,0.8986676,1,0.9999881,DNA/hAT,0.9187165,1353,False,True,False,False,False,True,True,True,False
hAT_4-fLabMix#DNA/hAT,None,0,1,0.76961756,DNA/hAT,0.7563667,1,0.99989676,DNA/hAT,0.9150726,1649,False,True,False,False,False,True,True,True,False
Unknown_43-rPodMur#DNA,None,0,1,0.76954305,DNA,0.9438428,1,0.99992955,DNA,0.9143679,1398,False,True,False,False,False,True,True,True,False
hAT_52-fPhoLeu#DNA/hAT,None,0,1,0.76919746,DNA/hAT,0.79254794,1,0.9999573,DNA/hAT,0.91667044,2491,False,True,False,False,False,True,True,True,False
PIF-Harbinger_1-rLepOli#DNA/PIF-Harbinger,None,0,1,0.76917523,DNA/PIF-Harbinger,0.77970886,1,0.99980706,DNA/PIF-Harbinger,0.9171283,5736,False,True,False,False,False,True,True,True,False
Unknown_27-fEutGur#DNA/hAT,None,0,1,0.76906705,DNA/hAT,0.8624934,1,0.63580817,DNA,0.85859334,1393,False,True,False,False,False,True,True,True,False
Unknown_24-fOdoBon#DNA,None,0,1,0.7690108,DNA/hAT,0.78360754,1,0.9999591,DNA/hAT,0.92220384,1731,False,True,False,False,False,True,True,True,False
hAT_14-fGymBra#DNA,DNA,1,0,0.76880133,DNA,0.52540714,0,1.0,DNA,1.0,15732,True,True,False,False,False,True,True,True,False
Unknown_51-rPodMur#DNA,None,0,1,0.7687303,DNA,0.9142862,1,0.99512404,DNA,0.9138407,1296,False,True,False,False,False,True,True,True,False
hAT_7-fAloSap#Unknown,None,0,1,0.76871324,DNA/PiggyBac,0.46065032,1,0.99993277,DNA,0.9128923,2832,False,True,False,False,False,True,True,True,False
Unknown_85-rLacAgi#DNA/hAT,None,0,1,0.7685424,DNA/hAT,0.77554196,1,0.9999212,DNA/hAT,0.9200944,1538,False,True,False,False,False,True,True,True,False
CMC_5-fEchVip#DNA/CMC,None,0,1,0.76828146,DNA/CMC,0.47936404,1,0.96804696,DNA/PiggyBac,0.85443825,8159,False,True,False,False,False,True,True,True,False
hAT_773-aRhiDor#DNA/hAT,None,0,1,0.7679874,DNA/hAT,0.7560273,1,0.92020005,DNA/hAT,0.92457014,7180,False,True,False,False,False,True,True,True,False
hAT_36-fNanAnt#DNA/hAT,None,0,1,0.7679819,DNA/hAT,0.6948513,1,0.99848795,DNA/hAT,0.8871467,3253,False,True,False,False,False,True,True,True,False
hAT_91-aPelLes#DNA/hAT,None,0,1,0.76788855,DNA/hAT,0.726029,1,0.946233,DNA/hAT,0.9167174,6661,False,True,False,False,False,True,True,True,False
Unknown_36-fGobNig#Unknown,None,0,1,0.7676928,DNA,0.81951725,1,0.99974495,DNA,0.90935963,1635,False,True,False,False,False,True,True,True,False
Unknown_2-fMelGel#DNA/hAT,None,0,1,0.7676759,DNA/hAT,0.7718622,1,0.9999554,DNA/hAT,0.44106287,1926,False,True,False,False,False,True,True,True,False
hAT_80-rEryReg#Unknown,None,0,1,0.7676112,DNA/hAT,0.5450103,1,0.9999875,DNA,0.90873617,2440,False,True,False,False,False,True,True,True,False
Unknown_144-fCaeTer#DNA/hAT,None,0,1,0.76748544,DNA/hAT,0.8709291,1,0.9999585,DNA/hAT,0.91819257,1151,False,True,False,False,False,True,True,True,False
Unknown_103-fCoiMys#Unknown,None,0,1,0.7673574,DNA,0.4933205,1,0.99370354,DNA/PiggyBac,0.91594577,1844,False,True,False,False,False,True,True,True,False
hAT_4-fCypVen#Unknown,None,0,1,0.7673341,DNA,0.51009345,1,0.99850863,DNA,0.8847242,15407,False,True,False,False,False,True,True,True,False
hAT_27-fBorAnt#DNA,None,0,1,0.76717365,DNA,0.49993187,1,0.9999852,DNA,0.91792196,3705,False,True,False,False,False,True,True,True,False
Unknown_190-fPhoPho#DNA,None,0,1,0.7670349,DNA,0.8700432,1,0.9999502,DNA,0.91092664,1376,False,True,False,False,False,True,True,True,False
Unknown_241-kAplTur#DNA/hAT,None,0,1,0.7670158,DNA/hAT,0.83612466,1,0.9999707,DNA,0.91443384,1466,False,True,False,False,False,True,True,True,False
Unknown_496-fGobGob#DNA/hAT,None,0,1,0.7670119,DNA/hAT,0.8565167,1,0.99990773,DNA/hAT,0.92717844,1262,False,True,False,False,False,True,True,True,False
Unknown_78-fMyrMur#DNA,None,0,1,0.7669809,DNA,0.6559519,1,0.99802655,DNA,0.85074526,2229,False,True,False,False,False,True,True,True,False
Unknown_480-fGobGob#DNA/hAT,None,0,1,0.7668442,DNA/hAT,0.85795206,1,0.9999021,DNA/hAT,0.92878985,1275,False,True,False,False,False,True,True,True,False
hAT_444-aRhiDor#DNA/hAT,None,0,1,0.766793,DNA/hAT,0.44783437,1,0.9024986,DNA/hAT,0.9249774,7769,False,True,False,False,False,True,True,True,False
Unknown_235-fOdoBon#DNA,None,0,1,0.76660854,DNA,0.5051905,1,0.9995408,DNA,0.87723213,4269,False,True,False,False,False,True,True,True,False
CR1_1-aRhiDor#LINE/CR1,None,0,1,0.7662234,DNA/PIF-Harbinger,0.83468527,1,0.99981517,DNA/PIF-Harbinger,0.9257685,10421,False,True,False,False,False,True,True,True,False
hAT_93-rEryReg#Unknown,None,0,1,0.76546705,DNA/hAT,0.49879313,1,0.9998147,DNA/hAT,0.91660565,2361,False,True,False,False,False,True,True,True,False
hAT_65-fPhoLeu#DNA/hAT,None,0,1,0.7654346,DNA/hAT,0.8005711,1,0.999908,DNA/hAT,0.918768,2061,False,True,False,False,False,True,True,True,False
Unknown_57-aRhiBiv#DNA/hAT,None,0,1,0.7653331,DNA/hAT,0.75064135,1,0.95606804,DNA/hAT,0.9188019,1119,False,True,False,False,False,True,True,True,False
Unknown_223-aRhiDor#DNA/hAT,None,0,1,0.76527727,DNA/hAT,0.68029106,1,0.99991834,DNA/hAT,0.92209184,789,False,True,False,False,False,True,True,True,False
Unknown_147-fSarPil#Unknown,None,0,1,0.76522607,DNA,0.32644305,1,0.9995202,DNA,0.75428665,3532,False,True,False,False,False,True,True,True,False
Unknown_103-fGymBra#Unknown,None,0,1,0.76513755,DNA/hAT,0.7634562,1,0.9999629,DNA/hAT,0.91783047,1693,False,True,False,False,False,True,True,True,False
Unknown_12-fAulStu#Unknown,None,0,1,0.7650519,DNA/CMC,0.32870203,1,0.9254786,DNA,0.8474323,3567,False,True,False,False,False,True,True,True,False
Academ-1_1-kAplTur#DNA/Academ-1,None,0,1,0.7647728,DNA/hAT,0.34954652,1,0.99960107,DNA/hAT,0.6895344,4776,False,True,False,False,False,True,True,True,False
Unknown_329-fPorCra#DNA,None,0,1,0.7645716,DNA,0.6535118,1,0.9999486,DNA,0.90868783,1027,False,True,False,False,False,True,True,True,False
Unknown_497-aGeoSer#DNA/hAT,None,0,1,0.76452637,DNA/hAT,0.76395833,1,0.9995122,DNA/hAT,0.9171956,4050,False,True,False,False,False,True,True,True,False
hAT_61-rEryReg#DNA,None,0,1,0.76405454,DNA,0.76158535,1,0.99995315,DNA,0.9159687,2973,False,True,False,False,False,True,True,True,False
hAT_172-aEleCoq#DNA/hAT,None,0,1,0.7640397,DNA/hAT,0.77883226,1,0.95151675,DNA/hAT,0.92236155,7959,False,True,False,False,False,True,True,True,False
Unknown_516-aGeoSer#DNA/hAT,None,0,1,0.7638255,DNA/hAT,0.72739834,1,0.9996785,DNA/hAT,0.91701406,3851,False,True,False,False,False,True,True,True,False
hAT_235-kAplTur#DNA/hAT,None,0,1,0.7637423,DNA/hAT,0.799239,1,0.9998754,DNA/PiggyBac,0.8156036,1159,False,True,False,False,False,True,True,True,False
hAT_451-aEleCoq#DNA/hAT,None,0,1,0.7635892,DNA/hAT,0.8094618,1,0.95973843,DNA/hAT,0.9195004,7150,False,True,False,False,False,True,True,True,False
Unknown_754-fLeuLeu#Unknown,None,0,1,0.7634618,DNA,0.42591992,1,0.99573505,DNA,0.8733868,4554,False,True,False,False,False,True,True,True,False
hAT_28-fCypVen#DNA,None,0,1,0.7634162,DNA/TcMar-Tc1,0.52188355,1,0.999694,DNA,0.64749634,1540,False,True,False,False,False,True,True,True,False
hAT_40-fNanAch#Unknown,None,0,1,0.7633269,DNA,0.54803324,1,0.9998864,DNA,0.9165768,4043,False,True,False,False,False,True,True,True,False
Unknown_37-rAnoSag#Unknown,None,0,1,0.7631882,DNA/hAT,0.41618416,1,0.9998864,DNA/PIF-Harbinger,0.5536853,1715,False,True,False,False,False,True,True,True,False
hAT_54-rEryReg#Unknown,None,0,1,0.76312345,DNA,0.76091945,1,0.9999608,DNA,0.9160435,3331,False,True,False,False,False,True,True,True,False
hAT_41-fErpCal#DNA,DNA,1,0,0.76294386,DNA,0.6617771,0,0.9999987,DNA/hAT,0.35983908,2231,True,True,False,False,False,True,True,False,False
hAT_11-rSteOdo#DNA/hAT,None,0,1,0.7629331,DNA/hAT,0.6117593,1,0.9999502,DNA/hAT,0.9157979,2825,False,True,False,False,False,True,True,True,False
hAT_189-fDirArg#DNA/hAT,None,0,1,0.76265734,DNA/hAT,0.6795896,1,0.59023225,DNA/hAT,0.8594828,4403,False,True,False,False,False,True,True,True,False
Unknown_58-fBarBar#Unknown,None,0,1,0.762636,DNA/hAT,0.82147735,1,0.9999682,DNA/hAT,0.9225126,1242,False,True,False,False,False,True,True,True,False
Unknown_20-fEpiRan#DNA/P,None,0,1,0.76253504,DNA,0.63490963,1,0.9999598,DNA/hAT,0.92555493,1939,False,True,False,False,False,True,True,True,False
Unknown_96-fScaEry#Unknown,None,0,1,0.7624717,DNA/TcMar-Tc1,0.45359558,1,0.9995938,DNA,0.9035251,1216,False,True,False,False,False,True,True,True,False
Unknown_134-fAloSap#Unknown,None,0,1,0.762206,DNA,0.89546543,1,0.9999511,DNA/hAT,0.9159663,943,False,True,False,False,False,True,True,True,False
hAT_382-aXenPet#DNA/hAT,None,0,1,0.7620491,DNA/hAT,0.80273855,1,0.9708576,DNA/hAT,0.9159453,8447,False,True,False,False,False,True,True,True,False
Unknown_74-fSalFas#Unknown,None,0,1,0.76202244,DNA,0.53389543,1,0.99409926,DNA,0.8399804,1346,False,True,False,False,False,True,True,True,False
hAT_56-rElgMul#DNA/hAT,None,0,1,0.7618111,DNA/hAT,0.69665796,1,0.9990496,DNA/hAT,0.91610163,12175,False,True,False,False,False,True,True,True,False
